Mod:Item:MetaData, Localized Name
tconstruct:tough_tool_rod:0, Vibrant Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Tough Tool Rod
tconstruct:tough_tool_rod:0, Conductive Tough Tool Rod
tconstruct:tough_tool_rod:0, Pulsating Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Tough Tool Rod
tconstruct:tough_tool_rod:0, Souled Tough Tool Rod
tconstruct:tough_tool_rod:0, Tough Tool Rod of the End
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Magical Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Evil Infused Tough Tool Rod
tconstruct:tough_tool_rod:0, Enchanted Tough Tool Rod
tconstruct:tough_tool_rod:0, Demonic Tough Tool Rod
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
tconstruct:binding:0, Dark Binding
tconstruct:binding:0, Souled Binding
tconstruct:binding:0, Binding of the End
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Magical Wooden Binding
tconstruct:binding:0, Evil Infused Binding
tconstruct:binding:0, Enchanted Binding
tconstruct:binding:0, Demonic Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Magical Wooden Tough Binding
tconstruct:tough_binding:0, Evil Infused Tough Binding
tconstruct:tough_binding:0, Enchanted Tough Binding
tconstruct:tough_binding:0, Demonic Tough Binding
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Magical Wooden Wide Guard
tconstruct:wide_guard:0, Evil Infused Wide Guard
tconstruct:wide_guard:0, Enchanted Wide Guard
tconstruct:wide_guard:0, Demonic Wide Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Magical Wooden Cross Guard
tconstruct:cross_guard:0, Evil Infused Cross Guard
tconstruct:cross_guard:0, Enchanted Cross Guard
tconstruct:cross_guard:0, Demonic Cross Guard
tconstruct:large_plate:0, Electrical Large Plate
tconstruct:large_plate:0, Energetic Large Plate
tconstruct:large_plate:0, Vibrant Large Plate
tconstruct:large_plate:0, Red Large Plate
tconstruct:large_plate:0, Conductive Large Plate
tconstruct:large_plate:0, Pulsating Large Plate
tconstruct:large_plate:0, Dark Large Plate
tconstruct:large_plate:0, Souled Large Plate
tconstruct:large_plate:0, Large Plate of the End
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Magical Wooden Large Plate
tconstruct:large_plate:0, Evil Infused Large Plate
tconstruct:large_plate:0, Enchanted Large Plate
tconstruct:large_plate:0, Demonic Large Plate
tconstruct:knife_blade:0, Electrical Knife Blade
tconstruct:knife_blade:0, Energetic Knife Blade
tconstruct:knife_blade:0, Vibrant Knife Blade
tconstruct:knife_blade:0, Red Knife Blade
tconstruct:knife_blade:0, Conductive Knife Blade
tconstruct:knife_blade:0, Pulsating Knife Blade
tconstruct:knife_blade:0, Dark Knife Blade
tconstruct:knife_blade:0, Souled Knife Blade
tconstruct:knife_blade:0, Knife Blade of the End
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Magical Wooden Knife Blade
tconstruct:knife_blade:0, Evil Infused Knife Blade
tconstruct:knife_blade:0, Enchanted Knife Blade
tconstruct:knife_blade:0, Demonic Knife Blade
tconstruct:bow_limb:0, Electrical Bowlimb
tconstruct:bow_limb:0, Energetic Bowlimb
tconstruct:bow_limb:0, Vibrant Bowlimb
tconstruct:bow_limb:0, Red Bowlimb
tconstruct:bow_limb:0, Conductive Bowlimb
tconstruct:bow_limb:0, Pulsating Bowlimb
tconstruct:bow_limb:0, Dark Bowlimb
tconstruct:bow_limb:0, Souled Bowlimb
tconstruct:bow_limb:0, Bowlimb of the End
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Magical Wooden Bowlimb
tconstruct:bow_limb:0, Demonic Bowlimb
tconstruct:bow_string:0, Souled Bowstring
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:arrow_head:0, Electrical Arrow Head
tconstruct:arrow_head:0, Energetic Arrow Head
tconstruct:arrow_head:0, Vibrant Arrow Head
tconstruct:arrow_head:0, Red Arrow Head
tconstruct:arrow_head:0, Conductive Arrow Head
tconstruct:arrow_head:0, Pulsating Arrow Head
tconstruct:arrow_head:0, Dark Arrow Head
tconstruct:arrow_head:0, Souled Arrow Head
tconstruct:arrow_head:0, Arrow Head of the End
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Magical Wooden Arrow Head
tconstruct:arrow_head:0, Evil Infused Arrow Head
tconstruct:arrow_head:0, Enchanted Arrow Head
tconstruct:arrow_head:0, Demonic Arrow Head
tconstruct:arrow_shaft:0, Wooden Arrow Shaft
tconstruct:arrow_shaft:0, Bone Arrow Shaft
tconstruct:arrow_shaft:0, Blazerod Arrow Shaft
tconstruct:arrow_shaft:0, Reeds Arrow Shaft
tconstruct:arrow_shaft:0, Ice Arrow Shaft
tconstruct:arrow_shaft:0, Endrod Arrow Shaft
tconstruct:fletching:0, Feather Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Leaf Fletching
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Smeltery Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Bowstring Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Pickaxe Head Cast
